campaign;campaignId;date;purchase;impressions;clicks;ctr;cvr;budgetSpend;gmv;roas;productId;ean;cpc
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Female Balance Complex;658280004;3.11.2025;;134;3;2,238806;0;0,93;0;0;upmUX2FW3;4260557420638;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Glucosamin Complex;649076940;3.11.2025;;133;1;0,75188;0;0,31;0;0;upmTYL3Y7;4260557420737;0,31
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO L-Tirosina Plus;649142984;3.11.2025;;132;5;3,787879;0;2,55;0;0;upm2FC2LC;4260557422885;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Saccharomyces boulardii;643093285;3.11.2025;;131;0;0;0;0;0;0;upmWDER3T;4260557421949;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cardo Mariano Plus;649143954;3.11.2025;;118;6;5,084746;0;1,86;0;0;upmR9H2HU;4260557422892;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Glutatione Complex;649148781;3.11.2025;;118;1;0,847458;0;0,31;0;0;upmLCF24D;4260557423035;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Female Balance Complex;643085982;3.11.2025;1;113;2;1,769912;0,884956;0,62;27,9;4500;upmUX2FW3;4260557420638;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Colina Bitartrato;658296216;3.11.2025;;113;0;0;0;0;0;0;upmU9FP9M;4260557423325;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Colon Care Complex;658353191;3.11.2025;;112;1;0,892857;0;0,51;0;0;14250605;4260557420201;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Mirtillo Nero + Corteccia di Pino BIO\,;649102105;3.11.2025;;109;0;0;0;0;0;0;upm2LFWC7;4260557422076;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Female Balance Complex;658381499;3.11.2025;;106;2;1,886792;0;0,62;0;0;upmUX2FW3;4260557420638;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Sugar Balance Complex;652861490;3.11.2025;;103;2;1,941748;0;0,62;0;0;upmAD4HK4;4260557422403;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Citrullina Plus;649115969;3.11.2025;;103;0;0;0;0;0;0;upmTF7MFK;4260557422625;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Party Hero;658283021;3.11.2025;;102;2;1,960784;0;0,62;0;0;upmFACEA7;4260557423356;0,31
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Female Balance Complex;658381497;3.11.2025;;101;1;0,990099;0;0,51;0;0;upmUX2FW3;4260557420638;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Teufelskralle BIO;643130229;3.11.2025;;101;1;0,990099;0;0,31;0;0;upmDZU3ZG;4260557422854;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Gaba Plus;658388311;3.11.2025;;101;2;1,980198;0;0,62;0;0;upmF2EMKH;4260557421185;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Omega-3 ?l;643091125;3.11.2025;;95;1;1,052632;0;0,31;0;0;upm9KDWAZ;4260557421383;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamina B12 Spray Junior;649103717;3.11.2025;;94;0;0;0;0;0;0;upm3RXHUC;4260557422229;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Folato;649111206;3.11.2025;;94;0;0;0;0;0;0;upmZR3PP7;4260557422496;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Quercetina Complex;658381383;3.11.2025;;92;4;4,347826;0;2,04;0;0;upmF2AFXC;4260557423509;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Gaba Plus;653499916;3.11.2025;;91;0;0;0;0;0;0;upmF2EMKH;4260557421185;0
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Magnesio + Potassio;649076465;3.11.2025;;90;0;0;0;0;0;0;upm32MART;4260557420287;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cardo Mariano;658352465;3.11.2025;;90;1;1,111111;0;0,31;0;0;upmM9LK7U;4260557420669;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Artiglio del Diavolo Plus;649082840;3.11.2025;;88;2;2,272727;0;0,62;0;0;upmD3U322;4260557421192;0,31
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Schwarzk?mmel?l BIO;658295948;3.11.2025;;88;0;0;0;0;0;0;upmEUZ9F7;4260557421376;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Teufelskralle Plus;643090107;3.11.2025;;87;1;1,149425;0;0,31;0;0;upmD3U322;4260557421192;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Drenaflux Complex;658295889;3.11.2025;;86;0;0;0;0;0;0;upm2XGYDU;4260557422489;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Probiotici e Prebiotici BIO;658296371;3.11.2025;;86;0;0;0;0;0;0;14250976;4260557420034;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Collagene Vegano + Acido Ialuronico;658334348;3.11.2025;;85;5;5,882353;0;2,55;0;0;upmK3CG99;4260557422656;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Chrom Plus;658280180;3.11.2025;;82;0;0;0;0;0;0;upmL7ZDD2;4260557422946;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Collagene Vegano + Acido Ialuronico;658334350;3.11.2025;;81;1;1,234568;0;0,31;0;0;upmK3CG99;4260557422656;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Reishi;658296413;3.11.2025;;77;0;0;0;0;0;0;14251013;4260309481665;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Riso Rosso Plus;649150541;3.11.2025;;76;0;0;0;0;0;0;upmDFWTTT;4260557423110;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Koffein;643137040;3.11.2025;;76;0;0;0;0;0;0;upm4XZRWY;4260557423127;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Echinacea Purpurea;649076430;3.11.2025;;75;0;0;0;0;0;0;upmPZPD44;4260557420133;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Enotera;658296335;3.11.2025;;74;2;2,702703;0;1,22;0;0;upm7DM474;4260557423448;0,61
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Boswellia;649114866;3.11.2025;;74;0;0;0;0;0;0;upmEH2K74;4260557422588;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Hagebutte BIO;643089764;3.11.2025;;74;0;0;0;0;0;0;upmWRWWCG;4260557421048;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamine B Complex;658331659;3.11.2025;;74;8;10,810811;0;4,08;0;0;14251094;4260309482754;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Maca Nera + Tribulus + Zinco;649108075;3.11.2025;;73;1;1,369863;0;0,31;0;0;upmEK72LX;4260557422434;0,31
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Magnesio Complex;620566101;3.11.2025;;73;3;4,109589;0;1,53;0;0;upmUZUHTT;4260557421888;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamine B Complex;658331670;3.11.2025;;72;0;0;0;0;0;0;14251094;4260309482754;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO EAA - Aminoacidi Essenziali;649077110;3.11.2025;;71;1;1,408451;0;0,31;0;0;upmGMXXY9;4260557420744;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;643233715;3.11.2025;;71;0;0;0;0;0;0;upmE39PTR;4260557422113;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Reflu-X Complex;658280035;3.11.2025;;71;1;1,408451;0;0,31;0;0;upm4ZWYPF;4260557420980;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Youth Biotics;658445047;3.11.2025;;71;1;1,408451;0;0,31;0;0;upmW7Y7DL;4260557423462;0,31
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Prosta-X;658381378;3.11.2025;;71;1;1,408451;0;1,01;0;0;upmKYYZM4;4260557423486;1,01
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Hagebutte BIO;619682810;3.11.2025;2;70;5;7,142857;2,857143;2,55;47,8;1874,509804;upmWRWWCG;4260557421048;0,51
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamina D3 + K2;641650857;3.11.2025;;70;1;1,428571;0;0,51;0;0;upmKAXT9Y;4260557422915;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Liver Active Complex;658445100;3.11.2025;;69;0;0;0;0;0;0;14250812;4260557420188;0
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Multivitamin Spray Junior;658280046;3.11.2025;;68;1;1,470588;0;0,31;0;0;upm9ZTF3H;4260557421178;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;642560128;3.11.2025;;68;2;2,941176;0;0,62;0;0;14250893;4260309481115;0,31
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Olio di Semi di Chia;641627926;3.11.2025;;67;0;0;0;0;0;0;upmK7YWLD;4260557422649;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Saw palmetto + Pygeum africanum;658280116;3.11.2025;;67;0;0;0;0;0;0;upmMPKDE7;4260557422311;0
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Lecithin BIO;658280090;3.11.2025;;66;0;0;0;0;0;0;upm2HFKPC;4260557422021;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Multi Magnesium Complex;643092855;3.11.2025;;66;1;1,515152;0;0,31;0;0;upmUZUHTT;4260557421888;0,31
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Riso Rosso Plus;641644118;3.11.2025;;65;2;3,076923;0;1,02;0;0;upmDFWTTT;4260557423110;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cholin Trio;643092529;3.11.2025;;64;0;0;0;0;0;0;upm97PFY9;4260557421826;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Saw palmetto + Pygeum africanum;658280115;3.11.2025;;64;2;3,125;0;1,02;0;0;upmMPKDE7;4260557422311;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Party Hero;653854384;3.11.2025;;63;0;0;0;0;0;0;upmFACEA7;4260557423356;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Digestive Enzymes;652865450;3.11.2025;;63;0;0;0;0;0;0;upmP3AFZZ;4260557422533;0
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Ginkgo biloba Extrakt;643083227;3.11.2025;;62;2;3,225806;0;0,62;0;0;upmDYUXLH;4260557420119;0,31
SOLD_OUT_it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamina D3 + K2;641650859;3.11.2025;;62;0;0;0;0;0;0;upm7FHKKZ;4260557421437;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Lievito di Birra;658296221;3.11.2025;;61;0;0;0;0;0;0;upmKUKGHH;4260557423332;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Female Harmony Complex;643239568;3.11.2025;;60;0;0;0;0;0;0;upmUFEEWW;4260557420300;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Spray Junior;643093986;3.11.2025;;60;1;1,666667;0;0,31;0;0;upm3RXHUC;4260557422229;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Resveratrol + Nicotinamid;658280009;3.11.2025;;60;1;1,666667;0;0,31;0;0;upmGDDD7G;4260557420805;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Triptofano;658352473;3.11.2025;;58;0;0;0;0;0;0;14250841;4260309481108;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Multi Magnesium Complex;658280069;3.11.2025;;58;2;3,448276;0;0,62;0;0;upmUZUHTT;4260557421888;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Roter Reis Plus;643136807;3.11.2025;;57;0;0;0;0;0;0;upmDFWTTT;4260557423110;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Brewers Yeast;658295768;3.11.2025;;57;0;0;0;0;0;0;upmKUKGHH;4260557423332;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cordyceps;658334303;3.11.2025;;57;1;1,754386;0;0,31;0;0;14250611;4260309483218;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Johanniskraut mit Passionsblume BIO;643089842;3.11.2025;;57;1;1,754386;0;0,31;0;0;upmYMX3D7;4260557421147;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Rhodiola rosea Extrakt;658279979;3.11.2025;;55;2;3,636364;0;0,62;0;0;14251036;4260557420102;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO BCAA Pulver Mango;658445038;3.11.2025;;55;0;0;0;0;0;0;upmWWWMYX;4260557423523;0
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Multivitamin Spray Junior;643089899;3.11.2025;;55;2;3,636364;0;0,62;0;0;upm9ZTF3H;4260557421178;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Bockshornklee BIO;643134873;3.11.2025;;54;0;0;0;0;0;0;upm7AL3PG;4260557422977;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Griffonia;658283048;3.11.2025;;54;1;1,851852;0;0,31;0;0;upmG7RZLC;4260557423318;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Aglio Nero;658352469;3.11.2025;;54;0;0;0;0;0;0;14251059;4260557420157;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Omega-3 ?l;658280058;3.11.2025;;54;1;1,851852;0;0,31;0;0;upm9KDWAZ;4260557421383;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Spray Junior;658280108;3.11.2025;;53;0;0;0;0;0;0;upm3RXHUC;4260557422229;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Johanniskraut mit Passionsblume BIO;658280045;3.11.2025;;53;1;1,886792;0;0,31;0;0;upmYMX3D7;4260557421147;0,31
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin D3 und K2 ?l;652854756;3.11.2025;;53;0;0;0;0;0;0;upm7FHKKZ;4260557421437;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamina B3 Nicotinamide;649112226;3.11.2025;;53;0;0;0;0;0;0;upmKKE3R2;4260557422526;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Schwarzer Knoblauch;658279982;3.11.2025;;53;0;0;0;0;0;0;14251059;4260557420157;0
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Schwarzk?mmel?l BIO;658280057;3.11.2025;;52;2;3,846154;0;0,62;0;0;upmEUZ9F7;4260557421376;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Pro Bio Kids BIO;643084950;3.11.2025;;52;2;3,846154;0;0,62;0;0;14250953;4260557420249;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Resveratrolo Plus;649077189;3.11.2025;;51;0;0;0;0;0;0;upmGDDD7G;4260557420805;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Iperico + Passiflora BIO;649077470;3.11.2025;;51;0;0;0;0;0;0;upmYMX3D7;4260557421147;0
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Taurina;658296231;3.11.2025;;50;0;0;0;0;0;0;upmHULHZD;4260557423370;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Bockshornklee BIO;658280184;3.11.2025;;50;0;0;0;0;0;0;upm7AL3PG;4260557422977;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Acido Ialuronico;649164412;3.11.2025;;50;0;0;0;0;0;0;upmKMAH3F;4260557420539;0
SOLD_OUT_it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamina B12 Plus 1000 ?g;641650965;3.11.2025;;50;3;6;0;1,53;0;0;upmYTFGGU;4260557420522;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Youth Biotics;658469896;3.11.2025;;50;0;0;0;0;0;0;upmW7Y7DL;4260557423462;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamina D3 + K2;649145192;3.11.2025;;49;0;0;0;0;0;0;upmKAXT9Y;4260557422915;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Sun Care Complex;658280012;3.11.2025;;49;0;0;0;0;0;0;upm7C9XR2;4260557420836;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamina C Naturale BIO;649076562;3.11.2025;;49;0;0;0;0;0;0;upmFY9KW9;4260557420331;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Tyrosin Plus;643130826;3.11.2025;;49;0;0;0;0;0;0;upm2FC2LC;4260557422885;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Salvia BIO;649077205;3.11.2025;;49;0;0;0;0;0;0;upmMMLDZE;4260557420966;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;649102895;3.11.2025;;49;0;0;0;0;0;0;upmE39PTR;4260557422113;0
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Curcuma BIO;649142586;3.11.2025;;49;0;0;0;0;0;0;upm27X4XW;4260557422878;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Hagebutte BIO;658280038;3.11.2025;;48;1;2,083333;0;0,31;0;0;upmWRWWCG;4260557421048;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vegan Collagen+Hyaluronic Acid;658347624;3.11.2025;;48;0;0;0;0;0;0;upmK3CG99;4260557422656;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Cholin Trio;618496729;3.11.2025;;47;2;4,255319;0;2,02;0;0;upm97PFY9;4260557421826;1,01
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Beifu? Extrakt;643093976;3.11.2025;;47;0;0;0;0;0;0;upmWMGCRY;4260557422090;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamin D3+K2 Tropfen;620538813;3.11.2025;;47;2;4,255319;0;1,02;0;0;upmKAXT9Y;4260557422915;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Betacarotene Plus;649106236;3.11.2025;;46;0;0;0;0;0;0;upmGPMUEM;4260557422427;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Glucomammano BIO;641643679;3.11.2025;;46;2;4,347826;0;1,02;0;0;upmLXEUT7;4260557423240;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Griffonia;658283010;3.11.2025;;45;1;2,222222;0;0,31;0;0;upmG7RZLC;4260557423318;0,31
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Reishi;658296411;3.11.2025;;45;5;11,111111;0;2,55;0;0;14251013;4260309481665;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Astaxantina;649092862;3.11.2025;;45;0;0;0;0;0;0;upmYPTY2W;4260557421925;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO MSM Pulver DOSE;643236175;3.11.2025;;45;0;0;0;0;0;0;upmTLUPGT;4260309483881;0
SOLD_OUT_com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Lecithin BIO;652876638;3.11.2025;1;44;4;9,090909;2,272727;4,04;26,9;665,841584;upm2HFKPC;4260557422021;1,01
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Tropfen;658280176;3.11.2025;;44;2;4,545455;0;0,62;0;0;upmYRCT9P;4260557422908;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Omega 3 + ADEK;649147401;3.11.2025;;44;0;0;0;0;0;0;upmH3T374;4260557423004;0
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Rhodiola Rosea;658445094;3.11.2025;;44;2;4,545455;0;0,62;0;0;14251036;4260557420102;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Citrullin Plus;643125971;3.11.2025;;44;0;0;0;0;0;0;upmTF7MFK;4260557422625;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Keto Power;658283043;3.11.2025;;44;0;0;0;0;0;0;upmP77L3M;4260557423288;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Elettroliti Complex;649122256;3.11.2025;;44;1;2,272727;0;0,31;0;0;upmD23XCL;4260557422823;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Leinsamen?l BIO;643093628;3.11.2025;;43;0;0;0;0;0;0;upmKU4FAU;4260557422038;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO ZMA (Zink + Magnesium + Vitamin B6);643094148;3.11.2025;;43;0;0;0;0;0;0;upmRXLDAR;4260557422465;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Olio di semi di Lino BIO;649102015;3.11.2025;;43;0;0;0;0;0;0;upmKU4FAU;4260557422038;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Natural Jod BIO;643084951;3.11.2025;;43;1;2,325581;0;0,31;0;0;14250769;4260557420256;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Digestive Enzymes Complex;649113564;3.11.2025;;43;0;0;0;0;0;0;upmP3AFZZ;4260557422533;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Colon Care Complex;658353192;3.11.2025;;43;0;0;0;0;0;0;14250605;4260557420201;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;641620457;3.11.2025;;43;0;0;0;0;0;0;upmE39PTR;4260557422113;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cholin Trio;658280068;3.11.2025;;42;0;0;0;0;0;0;upm97PFY9;4260557421826;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Roter Reis Plus;658282817;3.11.2025;;42;2;4,761905;0;0,62;0;0;upmDFWTTT;4260557423110;0,31
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Female Balance Complex;658280003;3.11.2025;;42;3;7,142857;0;1,53;0;0;upmUX2FW3;4260557420638;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin C liposomal;643129759;3.11.2025;;42;0;0;0;0;0;0;upm77WEEP;4260557422786;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;628844146;3.11.2025;1;42;7;16,666667;2,380952;3,57;26,9;753,501401;14250893;4260309481115;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Teufelskralle BIO;658280161;3.11.2025;;41;0;0;0;0;0;0;upmDZU3ZG;4260557422854;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Ashwagandha BIO;658280005;3.11.2025;;41;1;2,439024;0;0,31;0;0;upmUPLLZH;4260557420676;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin C liposomal;658280156;3.11.2025;;41;0;0;0;0;0;0;upm77WEEP;4260557422786;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Light Legs Complex;658381501;3.11.2025;;41;1;2,439024;0;0,51;0;0;upmD7EWMP;4260557420454;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Colina;649091299;3.11.2025;;41;0;0;0;0;0;0;upm97PFY9;4260557421826;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Female Balance Complex;629496626;3.11.2025;;41;3;7,317073;0;1,53;0;0;upmUX2FW3;4260557420638;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Sun Care Complex;643089603;3.11.2025;;40;0;0;0;0;0;0;upm7C9XR2;4260557420836;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Cardo Mariano;658352464;3.11.2025;;40;5;12,5;0;2,55;0;0;upmM9LK7U;4260557420669;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Party Hero;658331705;3.11.2025;;40;0;0;0;0;0;0;upmFACEA7;4260557423356;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Probiotici e Prebiotici Bambini;658445102;3.11.2025;;39;0;0;0;0;0;0;14250953;4260557420249;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO FenoLact;652871267;3.11.2025;;39;0;0;0;0;0;0;upmUTLC72;4260557422984;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Rhodiola rosea Extrakt;643082833;3.11.2025;;39;0;0;0;0;0;0;14251036;4260557420102;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Ginseng Rosso Coreano;649076431;3.11.2025;;39;0;0;0;0;0;0;upm2CZXC9;4260557420140;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;658295906;3.11.2025;;39;0;0;0;0;0;0;upmE39PTR;4260557422113;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Elektrolyte Plus;643130058;3.11.2025;;39;1;2,564103;0;0,31;0;0;upmD23XCL;4260557422823;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vision Care Complex;658347575;3.11.2025;;39;1;2,564103;0;0,31;0;0;upmWRPTR4;4260557420867;0,31
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Papaya BIO;620527447;3.11.2025;;39;0;0;0;0;0;0;upm9HWLUD;4260557421055;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Saccharomyces boulardii;658347619;3.11.2025;;38;0;0;0;0;0;0;upmWDER3T;4260557421949;0
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Kudzu Plus;643090845;3.11.2025;;38;0;0;0;0;0;0;upmRLD9ZM;4260557421314;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Nattokinase;658282838;3.11.2025;;37;0;0;0;0;0;0;upm2ZL4CL;4260557423264;0
