campaign;campaignId;date;conversions;impressions;clicks;ctr;cvr;budgetSpend;gmv;roas;productId;ean;cpc
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Rhodiola rosea Extrakt;619660946;8.12.2025;;44;3;6,818182;0;2,8048;0;0;14251036;4260557420102;0,934933
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO D-Mannose Complex;643077907;8.12.2025;;44;0;0;0;0;0;0;14250640;4260309482747;0
SOLD_OUT_com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Strong Bones;658283044;8.12.2025;;44;0;0;0;0;0;0;upmAP9MLM;4260557423301;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Griffonia Plus;658280154;8.12.2025;;44;0;0;0;0;0;0;upmHCULGA;4260557422755;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Griffonia;658283048;8.12.2025;;44;2;4,545455;0;0,62;0;0;upmG7RZLC;4260557423318;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Brennnessel BIO;643089721;8.12.2025;1;44;1;2,272727;2,272727;0,31;22,9;7387,096774;upm9RX43T;4260557421031;0,31
SOLD_OUT_com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO NAC;620528729;8.12.2025;;44;2;4,545455;0;1,02;0;0;upmMWPTCY;4260557422564;0,51
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Drenaflux Complex;658295888;8.12.2025;;44;2;4,545455;0;1,02;0;0;upm2XGYDU;4260557422489;0,51
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Quercetin Komplex;658469903;8.12.2025;;43;0;0;0;0;0;0;upmF2AFXC;4260557423509;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamina B3 Nicotinamide;649112226;8.12.2025;;43;0;0;0;0;0;0;upmKKE3R2;4260557422526;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Natural Jod BIO;619661620;8.12.2025;;43;1;2,325581;0;0,51;0;0;14250769;4260557420256;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Echinacea Plus;643137759;8.12.2025;;43;0;0;0;0;0;0;upmPHKX9F;4260557423141;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Black Maca + Tribulus;658280129;8.12.2025;;43;0;0;0;0;0;0;upmEK72LX;4260557422434;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Strong Bones;658283003;8.12.2025;;43;2;4,651163;0;1,02;0;0;upmAP9MLM;4260557423301;0,51
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO D-Mannose Pulver;620609056;8.12.2025;;42;0;0;0;0;0;0;14250686;4260309481603;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Female Harmony Complex;643239568;8.12.2025;;42;1;2,380952;0;0,31;0;0;upmUFEEWW;4260557420300;0,31
SOLD_OUT_at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO MSM Pulver DOSE;658279977;8.12.2025;;42;1;2,380952;0;1,01;0;0;upmTLUPGT;4260309483881;1,01
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Teufelskralle Plus;658280050;8.12.2025;;42;2;4,761905;0;0,62;0;0;upmD3U322;4260557421192;0,31
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Mariendistel Plus;658280173;8.12.2025;;41;0;0;0;0;0;0;upmR9H2HU;4260557422892;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Colon Care Complex;625767929;8.12.2025;;41;1;2,439024;0;0,51;0;0;14250605;4260557420201;0,51
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Female Harmony Complex;629496627;8.12.2025;;41;1;2,439024;0;0,51;0;0;upmUFEEWW;4260557420300;0,51
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Oregano ?l BIO;658280076;8.12.2025;;40;2;5;0;1,02;0;0;upmYCXAL7;4260557421932;0,51
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO EAA - Aminoacidi Essenziali;649077110;8.12.2025;;40;0;0;0;0;0;0;upmGMXXY9;4260557420744;0
SOLD_OUT_it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Party Hero;658331695;8.12.2025;;40;3;7,5;0;1,53;0;0;upmFACEA7;4260557423356;0,51
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Johanniskraut mit Passionsblume BIO;619687826;8.12.2025;;40;2;5;0;1,02;0;0;upmYMX3D7;4260557421147;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Digestive Enzymes;658280134;8.12.2025;;40;0;0;0;0;0;0;upmP3AFZZ;4260557422533;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Glutathion Complex;658282812;8.12.2025;;40;0;0;0;0;0;0;upmLCF24D;4260557423035;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Tropfen;619721768;8.12.2025;;40;2;5;0;1,02;0;0;upmYRCT9P;4260557422908;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin B12 Spray Junior;658280108;8.12.2025;;39;0;0;0;0;0;0;upm3RXHUC;4260557422229;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Tribulus Terrestris;658296415;8.12.2025;;39;3;7,692308;0;1,53;0;0;14251088;4260309481313;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Female Harmony Complex;658279992;8.12.2025;;39;1;2,564103;0;0,31;0;0;upmUFEEWW;4260557420300;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Liver Active Complex;658445100;8.12.2025;;39;2;5,128205;0;0,62;0;0;14250812;4260557420188;0,31
SOLD_OUT_at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Multi Magnesium Complex;620592800;8.12.2025;;39;0;0;0;0;0;0;upmUZUHTT;4260557421888;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Cardo Mariano;658352464;8.12.2025;;39;1;2,564103;0;0,51;0;0;upmM9LK7U;4260557420669;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Eisen;658282829;8.12.2025;;39;1;2,564103;0;0,31;0;0;upmGAZP3H;4260557423189;0,31
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Multi Magnesium Complex;658280069;8.12.2025;;39;1;2,564103;0;0,31;0;0;upmUZUHTT;4260557421888;0,31
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Gaba Plus;658280049;8.12.2025;1;39;2;5,128205;2,564103;0,62;21,9;3532,258065;upmF2EMKH;4260557421185;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Enzima della Papaya;658445112;8.12.2025;;39;0;0;0;0;0;0;14250930;4260309482648;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamin C liposomal;626439698;8.12.2025;;38;0;0;0;0;0;0;upm77WEEP;4260557422786;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Leinsamen?l BIO;658280093;8.12.2025;;38;0;0;0;0;0;0;upmKU4FAU;4260557422038;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Eisen Gummies;643140961;8.12.2025;;38;1;2,631579;0;0,31;0;0;upmGAZP3H;4260557423189;0,31
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Black Maca Plus;643135686;8.12.2025;;38;0;0;0;0;0;0;upmG4PKUG;4260557423042;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Venaflux Complex;629497502;8.12.2025;;38;0;0;0;0;0;0;upmKY422A;4260557422212;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO D-Mannose Complex;619660802;8.12.2025;;37;0;0;0;0;0;0;14250640;4260309482747;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Zimt-Ceylon Extrakt;643084475;8.12.2025;;37;0;0;0;0;0;0;14251208;4260557420164;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Glycin Pulver;658347520;8.12.2025;;37;0;0;0;0;0;0;upmTGWG29;4260557423479;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Elektrolyte Plus;643130058;8.12.2025;;37;0;0;0;0;0;0;upmD23XCL;4260557422823;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Liver Active Complex;658445099;8.12.2025;;37;1;2,702703;0;1,01;0;0;14250812;4260557420188;1,01
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Gaba Plus;658388311;8.12.2025;;37;0;0;0;0;0;0;upmF2EMKH;4260557421185;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Serenity Complex;641646664;8.12.2025;;37;1;2,702703;0;0,51;0;0;upmZFGPHR;4260557422830;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Light Legs Complex;658381503;8.12.2025;;37;0;0;0;0;0;0;upmD7EWMP;4260557420454;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Astragalus BIO;658280053;8.12.2025;;37;1;2,702703;0;0,31;0;0;upmCGKMCH;4260557421222;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Echinacea Plus;649151902;8.12.2025;;36;0;0;0;0;0;0;upmPHKX9F;4260557423141;0
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO K?rbiskern?l BIO;658280089;8.12.2025;;36;0;0;0;0;0;0;upmY7MX4C;4260557422014;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Sun Care Complex;643089603;8.12.2025;;36;0;0;0;0;0;0;upm7C9XR2;4260557420836;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Beta Carotin Plus ?l;620605197;8.12.2025;;36;0;0;0;0;0;0;upmGPMUEM;4260557422427;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO MSM Pulver;643233362;8.12.2025;;36;0;0;0;0;0;0;upmWCKTTE;4260309481214;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Cordyceps Extrakt;658347645;8.12.2025;;35;5;14,285714;0;2,55;0;0;14250611;4260309483218;0,51
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Black Maca Plus;625786547;8.12.2025;;35;0;0;0;0;0;0;upmG4PKUG;4260557423042;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Eisen Bisglycinat;620565118;8.12.2025;;35;4;11,428571;0;1,826267;0;0;14250692;4260309483065;0,456567
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Astaxanthin ?l;619716956;8.12.2025;;35;0;0;0;0;0;0;upmYPTY2W;4260557421925;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Glucosamin Plus;658295895;8.12.2025;;35;0;0;0;0;0;0;upmKWW3MD;4260557423349;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Saw palmetto + Pygeum africanum;643094026;8.12.2025;;35;1;2,857143;0;0,31;0;0;upmMPKDE7;4260557422311;0,31
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Female Harmony Complex;658279991;8.12.2025;;35;0;0;0;0;0;0;upmUFEEWW;4260557420300;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Johanniskraut mit Passionsblume BIO;643089842;8.12.2025;;35;0;0;0;0;0;0;upmYMX3D7;4260557421147;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Shiitake Extrakt;643093288;8.12.2025;;34;0;0;0;0;0;0;upmZ7P4AX;4260557421970;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO EAA Pulver Pfirsich;658445042;8.12.2025;;34;0;0;0;0;0;0;upmP94YR7;4260557423530;0
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Citrullin Malat Pulver;658469901;8.12.2025;;34;0;0;0;0;0;0;upm7K39U2;4260557423493;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Beta Carotin Plus ?l;658280127;8.12.2025;;34;0;0;0;0;0;0;upmGPMUEM;4260557422427;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vegan Collagen+Hyaluronic Acid;620530762;8.12.2025;;34;1;2,941176;0;0,51;0;0;upmK3CG99;4260557422656;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Reishi;658296413;8.12.2025;;34;0;0;0;0;0;0;14251013;4260309481665;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cardo Mariano Plus;649143954;8.12.2025;;34;0;0;0;0;0;0;upmR9H2HU;4260557422892;0
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Party Hero;658331705;8.12.2025;;34;0;0;0;0;0;0;upmFACEA7;4260557423356;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Sugar Balance Complex;658280126;8.12.2025;;34;0;0;0;0;0;0;upmAD4HK4;4260557422403;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Boswellia;649114866;8.12.2025;;34;0;0;0;0;0;0;upmEH2K74;4260557422588;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Taurin Plus;626442685;8.12.2025;;34;0;0;0;0;0;0;upmXXW9XA;4260557423059;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Probiotici e Prebiotici Bambini;658445102;8.12.2025;;33;0;0;0;0;0;0;14250953;4260557420249;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Keto Power;658283042;8.12.2025;;33;1;3,030303;0;0,51;0;0;upmP77L3M;4260557423288;0,51
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO MSM Pulver;620565741;8.12.2025;;33;0;0;0;0;0;0;upmWCKTTE;4260309481214;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Echinacea Purpurea;620565881;8.12.2025;;33;0;0;0;0;0;0;upmPZPD44;4260557420133;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Pro Bio Kulturenkomplex;643080114;8.12.2025;;33;0;0;0;0;0;0;14250976;4260557420034;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO L-Tyrosin Plus;626440758;8.12.2025;;32;0;0;0;0;0;0;upm2FC2LC;4260557422885;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamina C Naturale BIO;649076562;8.12.2025;;32;0;0;0;0;0;0;upmFY9KW9;4260557420331;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Knoblauch Plus;658280151;8.12.2025;;32;0;0;0;0;0;0;upm2WRLPU;4260557422632;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Maca Nera + Tribulus + Zinco;649107264;8.12.2025;;32;3;9,375;0;1,53;0;0;upmEK72LX;4260557422434;0,51
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Resveratrolo Plus;620567258;8.12.2025;;32;1;3,125;0;0,51;0;0;upmGDDD7G;4260557420805;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Papaya BIO;649077206;8.12.2025;;32;1;3,125;0;0,31;0;0;upm9HWLUD;4260557421055;0,31
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Betacarotene Plus;641622772;8.12.2025;;32;2;6,25;0;1,02;0;0;upmGPMUEM;4260557422427;0,51
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO L-Tryptophan;625767437;8.12.2025;;32;1;3,125;0;0,51;0;0;14250841;4260309481108;0,51
SOLD_OUT_it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO NAC;649114668;8.12.2025;;32;0;0;0;0;0;0;upmMWPTCY;4260557422564;0
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Bockshornklee BIO;643134873;8.12.2025;;31;0;0;0;0;0;0;upm7AL3PG;4260557422977;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO L-Glutamin Pulver;626443805;8.12.2025;;31;0;0;0;0;0;0;upmUPTFMH;4260557423233;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Vitamin C BIO aus Acerola;643085309;8.12.2025;;31;0;0;0;0;0;0;upmFY9KW9;4260557420331;0
SOLD_OUT_at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Bockshornklee BIO;658280184;8.12.2025;;31;0;0;0;0;0;0;upm7AL3PG;4260557422977;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Immu Pro Complex;643084957;8.12.2025;;31;0;0;0;0;0;0;upm7EAAWM;4260557420317;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Enzima della Papaya;658445110;8.12.2025;;31;1;3,225806;0;1,01;0;0;14250930;4260309482648;1,01
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Artiglio del Diavolo BIO;620572722;8.12.2025;;31;0;0;0;0;0;0;upmDZU3ZG;4260557422854;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Omega-3 + ADEK ?l;625779024;8.12.2025;;31;1;3,225806;0;0,51;0;0;upmH3T374;4260557423004;0,51
SOLD_OUT_com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamin D3 + K2 Depot;658295755;8.12.2025;;30;2;6,666667;0;1,02;0;0;upmC2RH39;4260557423271;0,51
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Griffonia;658283010;8.12.2025;;30;0;0;0;0;0;0;upmG7RZLC;4260557423318;0
SOLD_OUT_it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO ZMA;641623418;8.12.2025;;30;2;6,666667;0;1,02;0;0;upmRXLDAR;4260557422465;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Echinacea Purpurea;649076430;8.12.2025;;30;0;0;0;0;0;0;upmPZPD44;4260557420133;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Salbei BIO;658280029;8.12.2025;;30;0;0;0;0;0;0;upmMMLDZE;4260557420966;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Artiglio del Diavolo BIO;649140865;8.12.2025;;30;0;0;0;0;0;0;upmDZU3ZG;4260557422854;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Liver Active Complex;625768092;8.12.2025;;30;0;0;0;0;0;0;14250812;4260557420188;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Collagene Vegano + Acido Ialuronico;658334348;8.12.2025;;30;0;0;0;0;0;0;upmK3CG99;4260557422656;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Artiglio del Diavolo Plus;620572756;8.12.2025;;30;1;3,333333;0;0,51;0;0;upmD3U322;4260557421192;0,51
SOLD_OUT_com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Creatin Monohydrat Pulver;658295752;8.12.2025;;29;0;0;0;0;0;0;upmFRZEFX;4260557423226;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO BIO Astaxanthin ?l;620605149;8.12.2025;1;29;0;0;3,448276;0;25,99;0;upm7GZX42;4260557423165;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Rapunzel;658295814;8.12.2025;;29;0;0;0;0;0;0;upmDUFHFK;4260557423134;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO EAA Pulver Pfirsich;658445056;8.12.2025;;29;0;0;0;0;0;0;upmP94YR7;4260557423530;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Koffein;643137040;8.12.2025;;29;0;0;0;0;0;0;upm4XZRWY;4260557423127;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Quercetin Komplex;658469905;8.12.2025;;29;0;0;0;0;0;0;upmF2AFXC;4260557423509;0
at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Natural Jod BIO;625769489;8.12.2025;;29;2;6,896552;0;1,02;0;0;14250769;4260557420256;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Betacarotene Plus;649106236;8.12.2025;;29;1;3,448276;0;0,31;0;0;upmGPMUEM;4260557422427;0,31
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Omega 3 + ADEK;649147401;8.12.2025;;29;0;0;0;0;0;0;upmH3T374;4260557423004;0
SOLD_OUT_at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Vitamin D3 + K2 Depot;658282834;8.12.2025;;29;0;0;0;0;0;0;upmC2RH39;4260557423271;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Taurin Plus;620551671;8.12.2025;;28;0;0;0;0;0;0;upmXXW9XA;4260557423059;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Glycin Pulver;658295818;8.12.2025;;28;0;0;0;0;0;0;upmR9H4DE;4260557422595;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Ginseng Rosso Coreano;649076431;8.12.2025;;28;0;0;0;0;0;0;upm2CZXC9;4260557420140;0
SOLD_OUT_at_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO K?rbiskern?l BIO;620605158;8.12.2025;;28;0;0;0;0;0;0;upmY7MX4C;4260557422014;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Iodio naturale BIO;658445106;8.12.2025;;28;0;0;0;0;0;0;14250769;4260557420256;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Moringa BIO;658295906;8.12.2025;;28;0;0;0;0;0;0;upmE39PTR;4260557422113;0
SOLD_OUT_com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Magnesium Bisglycinat;617842637;8.12.2025;;28;0;0;0;0;0;0;upmX4LT4H;4260557423257;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Knoblauch Plus;643126592;8.12.2025;;28;0;0;0;0;0;0;upm2WRLPU;4260557422632;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Strong Bones;658283006;8.12.2025;;28;0;0;0;0;0;0;upmAP9MLM;4260557423301;0
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Papaya Enzym;643094177;8.12.2025;;28;0;0;0;0;0;0;14250930;4260309482648;0
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Cordyceps;658334303;8.12.2025;;28;0;0;0;0;0;0;14250611;4260309483218;0
it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Cardo Mariano Plus;641649766;8.12.2025;;28;2;7,142857;0;1,02;0;0;upmR9H2HU;4260557422892;0,51
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Folato;649111206;8.12.2025;;28;0;0;0;0;0;0;upmZR3PP7;4260557422496;0
at_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO L-Tryptophan;658279974;8.12.2025;;27;0;0;0;0;0;0;14250841;4260309481108;0
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Colla-Veg;652876996;8.12.2025;;27;1;3,703704;0;0,342857;0;0;14250775;4260309483089;0,342857
it_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Maca Nera Plus;649149549;8.12.2025;;27;2;7,407407;0;0,62;0;0;upmG4PKUG;4260557423042;0,31
SOLD_OUT_com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO MSM Pulver DOSE;619660893;8.12.2025;1;27;1;3,703704;3,703704;0,706;24,9;3526,912181;upmTLUPGT;4260309483881;0,706
com_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO L-Glutamin Pulver;620565039;8.12.2025;;27;2;7,407407;0;1,02;0;0;upmUPTFMH;4260557423233;0,51
com_CrossSellReRank_Vegavero (Marketplace Seller)_VEGAVERO Omega-3 + ADEK ?l;643091135;8.12.2025;;27;0;0;0;0;0;0;upmH3T374;4260557423004;0
SOLD_OUT_it_MarketplaceBooster_Vegavero (Marketplace Seller)_VEGAVERO Strong Bones;658296086;8.12.2025;;27;0;0;0;0;0;0;upmAP9MLM;4260557423301;0
